Company_Name,Country,Sector,Overall_Rating,Overall_Score,Environmental_Score,Social_Score,Governance_Score
"SANYO CHEMICAL INDUSTRIES, LTD",JP,Specialty Chemicals,B,2.7,4.6,1.4,1.9
"SANYO DENKI CO, LTD",JP,Electrical Equipment,B,1.9,5.3,5.3,3.8
SAPPORO HOLDINGS LIMITED,JP,Beverages,A,6.5,,6.2,5.1
"SAUL CENTERS, INC",US,Real Estate Management & Services,B,1.6,4.9,2.7,4.0
SAUL HOLDINGS LIMITED PARTNERSHIP,US,Real Estate Management & Services,B,1.6,4.9,2.7,4.0
"SAWAI GROUP HOLDINGS Co, Ltd",JP,Pharmaceuticals,A,6.2,3.6,5.4,4.2
SB Technology Corp,JP,Software & Services,B,1.7,4.8,3.2,1.9
SBA Communications Corporation,US,Telecommunication Services,A,7.1,6.2,7.6,4.7
SBA SENIOR FINANCE II LLC,US,Telecommunication Services,A,7.1,6.2,7.6,4.7
"SCHNEIDER NATIONAL, INC",US,Road & Rail Transport,A,6.9,4.5,4.7,5.1
"SCRIPPS ESCROW II, INC",US,Media & Entertainment,A,6.9,8.0,5.5,5.0
"SCRIPPS ESCROW, INC",US,Media & Entertainment,A,6.9,8.0,5.5,5.0
"SDIC Capital Co, Ltd",CN,Investment Banking & Brokerage,B,1.8,3.1,1.8,3.7
"SDIC Power Holdings Co, Ltd",CN,Utilities,B,2.3,,3.2,1.2
SEABOARD CORPORATION,US,Food Products,B,2.2,,3.7,4.1
SEAH BESTEEL CORPORATION,KR,Steel,B,1.6,3.5,2.3,2.2
"SEALAND SECURITIES CO, LTD",CN,Investment Banking & Brokerage,B,2.6,,1.5,3.9
"SECOM CO, LTD",JP,Commercial Services & Supplies,A,6.7,10.0,6.8,4.7
SEI INVESTMENTS COMPANY,US,Asset Management & Custody Banks,B,2.8,9.0,3.6,3.9
SEIKO EPSON CORPORATION,JP,"Technology Hardware, Storage & Peripherals",A,7.0,3.2,5.7,5.4
"SEIREN CO,LTD",JP,"Textiles, Apparel & Luxury Goods",B,1.9,3.2,3.6,2.1
SELECT MEDICAL CORPORATION,US,Health Care Providers & Services,A,6.0,5.3,5.1,5.1
SELECT MEDICAL HOLDINGS CORPORATION,US,Health Care Providers & Services,A,6.0,5.3,5.1,5.1
SEMPRA ENERGY,US,Utilities,A,7.0,6.9,6.2,5.9
"SEMPRA INFRASTRUCTURE PARTNERS, LP",US,Utilities,A,7.0,6.9,6.2,5.9
SEMPRA TEXAS HOLDINGS CORP,US,Utilities,A,7.0,6.9,6.2,5.9
SEMPRA TEXAS INTERMEDIATE HOLDING COMPANY LLC,US,Utilities,A,7.0,6.9,6.2,5.9
"SEOUL SEMICONDUCTOR CO, LTD",KR,Semiconductors & Semiconductor Equipment,B,2.1,5.2,2.2,5.0
"SEPTENI HOLDINGS CO, LTD",JP,Media & Entertainment,B,1.9,7.0,3.6,3.2
"SEQUENOM, INC",US,Health Care Providers & Services,A,7.0,10.0,5.1,6.2
SERITAGE GROWTH PROPERTIES,US,Real Estate Management & Services,B,1.6,5.5,2.2,3.7
SES GLOBAL AMERICAS HOLDINGS GP,US,"Broadcasting, Cable & Satellite",A,6.3,10.0,6.0,4.3
"SH 130 CONCESSION COMPANY, LLC",US,Construction & Engineering,A,6.0,5.2,6.1,4.3
"SHANDONG LINGLONG TYRE CO, LTD",CN,Auto Components,B,2.3,,3.4,3.6
"SHANDONG WEIGAO GROUP MEDICAL POLYMER CO,LTD",CN,Health Care Equipment & Supplies,A,6.1,,6.0,5.0
"SHANGHAI CIVIL ENGINEERING CO,LTD OF CREC",CN,Construction & Engineering,B,1.9,4.1,2.5,2.6
"SHANXI SECURITIES CO, LTD",CN,Investment Banking & Brokerage,B,1.7,2.9,1.2,2.6
"SHANXI XINGHUACUN FEN WINE FACTORY CO, LTD",CN,Beverages,B,1.9,3.5,3.7,2.7
"SHEA HOMES LIMITED PARTNERSHIP, A CALIFORNIA LIMITED PARTNERSHIP",US,Real Estate Development & Diversified Activities,B,1.5,,3.7,2.3
"SHENZHEN SENIOR TECHNOLOGY MATERIAL CO,LTD",CN,Commodity Chemicals,B,1.6,3.4,0.0,4.0
"SHIBAURA MACHINE CO, LTD",JP,Industrial Machinery,A,6.0,4.3,6.2,4.4
SHINNIHON CORPORATION,JP,Construction & Engineering,B,1.9,2.5,4.9,1.8
"SHINPOONG PHARMACEUTICAL CO,LTD",KR,Pharmaceuticals,B,2.8,1.8,3.8,3.2
SHINSEGAE DF Inc,KR,Retail - Consumer Discretionary,B,1.7,3.1,2.7,4.3
SHINSEGAE Inc,KR,Retail - Consumer Discretionary,B,1.7,3.1,2.7,4.3
"SHINSUN HOLDINGS (GROUP) CO, LTD",CN,Real Estate Development & Diversified Activities,B,1.7,2.2,2.8,2.7
"SHINYOUNG SECURITIES CO,LTD",KR,Investment Banking & Brokerage,B,2.4,,1.5,4.3
"SHOEI CO, LTD",JP,Auto Components,B,2.7,3.1,4.8,2.8
"SHOPCORE PROPERTIES, LP",US,Asset Management & Custody Banks,B,1.7,8.3,5.1,3.1
SHUI ON LAND LIMITED,CN,Real Estate Development & Diversified Activities,A,6.4,6.0,5.2,4.3
"SICHUAN CHUANTOU ENERGY CO, LTD",CN,Utilities,B,2.3,4.6,3.4,2.2
"SICHUAN SWELLFUN CO, LTD",CN,Beverages,B,2.6,3.5,4.4,3.1
"SIGNATURE AVIATION US HOLDINGS, INC",US,Transportation Infrastructure,A,6.5,,5.8,6.4
SIGNATURE BANK,US,Banks,B,2.4,,3.8,4.8
SIIX Corp,JP,"Electronic Equipment, Instruments & Components",B,2.6,,3.4,4.3
SILERGY CORP,CN,Semiconductors & Semiconductor Equipment,B,1.8,7.1,2.8,3.9
SINO-OCEAN HOLDING GROUP (CHINA) LIMITED,CN,Real Estate Development & Diversified Activities,A,6.8,6.1,4.7,6.0
"SINOPEC ENGINEERING (GROUP) CO, LTD",CN,Construction & Engineering,B,2.5,3.2,3.9,2.9
"SK BATTERY AMERICA, INC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.5,5.4,8.9,4.1
"SK Bioscience Co,Ltd",KR,Biotechnology,B,1.7,4.8,4.2,3.7
"SK Broadband Co, Ltd",KR,Telecommunication Services,A,6.1,10.0,7.6,3.0
"SK Discovery Co,Ltd",KR,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.5,,6.3,3.9
SK Energy Co Ltd,KR,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.5,5.4,8.9,4.1
"SK Geo Centric Co, Ltd",KR,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.5,5.4,8.9,4.1
"SK Incheon Petrochem Co,Ltd",KR,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.5,5.4,8.9,4.1
"SK Innovation Co, Ltd",KR,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.5,5.4,8.9,4.1
"SK Lubricants Co,Ltd",KR,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.5,5.4,8.9,4.1
"SK Plasma Co, Ltd",KR,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.5,6.6,6.3,3.9
"SK TELECOM CO,LTD",KR,Telecommunication Services,A,6.1,10.0,7.6,3.0
SK hynix Inc,KR,Semiconductors & Semiconductor Equipment,A,5.8,4.1,8.1,4.7
"SKECHERS USA, INC",US,"Textiles, Apparel & Luxury Goods",B,1.9,,3.1,3.4
SKILLSOFT CORP,US,Professional Services,A,6.7,5.4,6.8,5.3
"SKILLSOFT FINANCE II, INC",US,Professional Services,A,6.7,,6.8,5.3
SKILLZ INC,US,Media & Entertainment,B,2.1,,2.2,3.5
"SKYWORKS SOLUTIONS, INC",US,Semiconductors & Semiconductor Equipment,A,6.4,5.5,7.4,4.3
SLEEP NUMBER CORPORATION,US,Retail - Consumer Discretionary,A,6.8,2.9,5.1,6.6
SLM CORPORATION,US,Consumer Finance,A,7.14,8.0,4.3,7.2
"SM ENTERTAINMENT CO, Ltd",KR,Media & Entertainment,B,2.7,,4.6,1.3
SMARTSHEET INC,US,Software & Services,A,6.4,4.9,5.3,5.1
SMBC Nikko Securities Inc,JP,Banks,A,6.2,,4.1,4.7
SMOORE INTERNATIONAL HOLDINGS LIMITED,CN,Tobacco,A,6.6,,4.0,5.6
SNAP ONE HOLDINGS CORP,US,Household Durables,B,1.7,0.0,3.4,4.8
SNAP-ON INCORPORATED,US,Industrial Machinery,A,6.3,4.8,5.1,5.6
"SOCIAL FINANCE, INC",US,Consumer Finance,B,2.3,6.7,2.4,5.4
"SOFI TECHNOLOGIES, INC",US,Consumer Finance,B,2.3,6.7,2.4,5.4
"SOLARWINDS HOLDINGS, INC",US,Software & Services,B,1.9,6.7,2.2,4.2
"SOLUM CO, LTD",KR,"Electronic Equipment, Instruments & Components",B,1.9,3.3,3.4,3.5
"SORRENTO THERAPEUTICS, INC",US,Biotechnology,B,1.7,3.8,3.5,4.1
"SOSiLA Logistics REIT, Inc",JP,Real Estate Management & Services,B,2.4,4.9,0.7,5.9
SOUTH JERSEY GAS COMPANY,US,Utilities,A,6.7,6.9,9.0,5.6
"SOUTH JERSEY INDUSTRIES, INC",US,Utilities,A,6.7,6.9,9.0,5.6
"SOUTH POINT ENERGY CENTER, LLC",US,Utilities,B,2.7,3.8,5.7,4.0
SOUTHERN CALIFORNIA GAS COMPANY,US,Utilities,A,7.0,6.9,6.2,5.9
SOUTHERN COMPANY FUNDING CORPORATION,US,Utilities,A,6.5,6.8,6.9,5.1
SOUTHERN COMPANY GAS CAPITAL CORPORATION,US,Utilities,A,6.5,6.8,6.9,5.1
SOUTHERN POWER COMPANY,US,Utilities,A,6.5,6.8,6.9,5.1
SOUTHWEST GAS CORPORATION,US,Utilities,A,6.5,6.0,6.0,4.9
"SOUTHWEST GAS HOLDINGS, INC",US,Utilities,A,6.5,,6.0,4.9
SOUTHWESTERN ENERGY COMPANY,US,Oil & Gas Exploration & Production,A,6.5,2.7,6.5,6.5
SPARTON CORPORATION,US,Aerospace & Defense,A,7.0,3.6,6.2,5.0
"SPECTRA ENERGY CAPITAL, LLC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,7.0,5.5,4.7,7.4
"SPECTRA ENERGY PARTNERS, LP",US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,7.0,,4.7,7.4
"SPIRE GLOBAL, INC",US,Professional Services,B,2.8,,4.0,4.9
"SPIRIT REALTY CAPITAL, INC",US,Real Estate Management & Services,B,2.1,,3.1,5.5
"SPIRIT REALTY, LP",US,Real Estate Management & Services,B,2.1,3.1,3.1,5.5
"SPS COMMERCE, INC",US,Software & Services,A,6.7,3.6,4.3,6.7
"SQUARE ENIX HOLDINGS CO,LTD",JP,Media & Entertainment,A,6.3,,4.4,6.3
"SSGA FUNDS MANAGEMENT, INC",US,Asset Management & Custody Banks,A,6.7,10.0,5.4,4.8
SSR MINING INC,US,Metals and Mining - Precious Metals,A,7.0,,6.1,7.0
"ST ENGINEERING NORTH AMERICA, INC",US,Aerospace & Defense,A,6.8,5.2,5.8,4.2
"STANLEY MARTIN COMPANIES, LLC",US,Real Estate Development & Diversified Activities,A,6.1,6.5,5.3,4.2
STATE BANK OF INDIA (CALIFORNIA),US,Banks,A,6.2,4.6,4.7,3.6
STATE STREET CORPORATION,US,Asset Management & Custody Banks,A,6.7,10.0,5.4,4.8
STATION CASINOS LLC,US,Casinos & Gaming,B,1.6,3.4,2.9,4.0
"STEEL DYNAMICS, INC",US,Steel,A,6.6,4.4,4.6,5.5
STEELCASE INC,US,Commercial Services & Supplies,A,5.9,10.0,7.0,4.8
"STEM, INC",US,Electrical Equipment,A,6.3,5.6,7.3,4.3
STEPAN COMPANY,US,Specialty Chemicals,A,6.7,5.6,3.0,6.4
"STERICYCLE, INC",US,Commercial Services & Supplies,B,1.8,1.9,4.5,6.7
"STERLING CONSTRUCTION COMPANY, INC",US,Construction & Engineering,A,6.0,2.8,2.5,5.6
"STEVEN MADDEN, LTD",US,"Textiles, Apparel & Luxury Goods",A,6.6,3.1,5.2,6.2
"STIC Investments, Inc",KR,"Electronic Equipment, Instruments & Components",B,1.9,2.2,4.0,3.1
STIFEL BANK & TRUST,US,Investment Banking & Brokerage,B,2.6,3.1,1.1,5.2
STIFEL FINANCIAL CAPITAL TRUST II,US,Investment Banking & Brokerage,B,2.6,3.1,1.1,5.2
STIFEL FINANCIAL CAPITAL TRUST III,US,Investment Banking & Brokerage,B,2.6,,1.1,5.2
STIFEL FINANCIAL CORP,US,Investment Banking & Brokerage,B,2.6,3.1,1.1,5.2
STONEMOR PARTNERS LP,US,Diversified Consumer Services,A,5.9,,3.6,6.2
STRATEGIC INTERNATIONAL GROUP LIMITED,CN,Biotechnology,A,6.2,6.3,4.3,6.5
STRUCTURED OBLIGATIONS CORPORATION,US,Banks,A,7.1,9.4,4.5,4.4
STRUCTURED PRODUCTS CORP,US,Diversified Financials,A,7.0,8.7,3.9,5.0
STRUCTURED PRODUCTS CORP CORTS TR FOR PECO ENERGY CAP TR III,US,Diversified Financials,A,7.0,,3.9,5.0
STRUCTURED PRODUCTS CORP CORTS TRUST FOR FOR WORLDCOM NOTES,US,Diversified Financials,A,7.0,8.7,3.9,5.0
STRYKER CORPORATION,US,Health Care Equipment & Supplies,B,2.4,10.0,3.3,5.1
SUBARU CORPORATION,JP,Automobiles,B,2.6,,2.7,5.0
"SUMITOMO DENSETSU CO,LTD",JP,Construction & Engineering,B,2.1,,4.9,2.5
"SUMMIT MIDSTREAM HOLDINGS, LLC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,1.6,2.8,2.7,3.8
"SUMMIT MIDSTREAM PARTNERS, LP",US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,1.6,2.8,2.7,3.8
"SUMMIT PERMIAN TRANSMISSION, LLC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,1.6,2.8,2.7,3.8
SUNAC CHINA HOLDINGS LIMITED,CN,Real Estate Development & Diversified Activities,B,2.5,4.0,0.0,3.5
SUNNY OPTICAL TECHNOLOGY (GROUP) COMPANY LIMITED,CN,"Electronic Equipment, Instruments & Components",A,7.1,2.9,5.8,4.8
SUNRUN INC,US,Utilities,A,6.5,,5.5,4.8
"SUNRUN NEPTUNE PORTFOLIO 2016-A, LLC",US,Utilities,A,6.5,8.1,5.5,4.8
"SUNRUN SCORPIO PORTFOLIO 2017-A, LLC",US,Utilities,A,6.5,8.1,5.5,4.8
SUNTRUST CAPITAL I,US,Banks,A,6.8,4.1,4.3,6.1
SUNTRUST CAPITAL III,US,Banks,A,6.8,4.1,4.3,6.1
SUNTRUST PREFERRED CAPITAL I,US,Banks,A,6.8,4.1,4.3,6.1
"SUNWODA ELECTRONIC CO, LTD",CN,Electrical Equipment,B,2.6,3.9,4.3,5.1
"SUPER MICRO COMPUTER, INC",US,"Technology Hardware, Storage & Peripherals",B,1.5,2.7,2.9,3.6
SUPERIOR ESSEX INC,US,Electrical Equipment,B,1.9,5.3,9.0,1.0
"SUPERIOR INDUSTRIES INTERNATIONAL, INC",US,Auto Components,B,2.0,2.0,3.0,5.0
"SUPERIOR VISION HOLDINGS, INC",US,Life & Health Insurance,A,7.0,6.7,4.2,6.3
"SURMODICS, INC",US,Health Care Equipment & Supplies,A,6.6,6.2,5.3,5.5
SUZUKI MOTOR CORPORATION,JP,Automobiles,B,2.6,6.9,1.1,2.8
SVB FINANCIAL GROUP,US,Banks,A,7.1,0.0,4.0,6.7
"SWN Production (Louisiana), LLC",US,Oil & Gas Exploration & Production,A,6.5,2.7,6.5,6.5
SY HOLDINGS GROUP LIMITED,CN,Diversified Financials,A,5.9,6.5,2.9,5.8
SYLVAMO CORPORATION,US,Paper & Forest Products,B,2.6,,4.3,5.9
SYNCHRONY BANK,US,Consumer Finance,A,7.14,9.7,5.3,6.4
SYNCHRONY FINANCIAL,US,Consumer Finance,A,7.14,9.7,5.3,6.4
"SYNOPSYS, INC",US,Software & Services,A,7.1,5.4,6.5,4.7
SYNOVUS FINANCIAL CORP,US,Banks,A,7.0,,4.3,7.0
"SYSTEM ENERGY RESOURCES, INC",US,Utilities,A,7.0,6.5,5.4,6.5
"Samsung Electronics Co, Ltd",KR,"Technology Hardware, Storage & Peripherals",A,7.0,7.7,4.7,2.9
"Samsung Life Insurance Co, Ltd",KR,Life & Health Insurance,A,6.7,5.2,4.9,4.8
Samty Residential Investment Corporation,JP,Real Estate Management & Services,B,1.8,5.5,0.6,4.6
Samyang Corporation,KR,Food Products,B,1.9,2.1,6.0,2.4
SanBio Co Ltd,JP,Biotechnology,B,1.7,7.1,4.9,1.7
Sana Biotechnology Inc,US,Biotechnology,A,6.2,7.3,4.7,5.2
"Sangsangin Co, Ltd",KR,Banks,B,1.7,2.3,3.4,0.1
"Sanken Electric Co, Ltd",JP,Semiconductors & Semiconductor Equipment,B,1.5,5.3,2.2,4.1
"Sanki Engineering Co, Ltd",JP,Construction & Engineering,A,7.1,3.8,6.7,5.9
Sanwa Holdings Corporation,JP,Building Products,A,6.5,6.6,5.3,4.4
Schrodinger Inc,US,Health Care Equipment & Supplies,B,2.1,6.7,3.7,4.5
SeAH Changwon Integrated Special Steel Corporation,KR,Steel,B,1.6,3.5,2.3,2.2
"Sekisui House Reit, Inc",JP,Real Estate Management & Services,A,6.8,6.6,6.9,4.2
Sema4 Holdings Corp,US,Health Care Providers & Services,A,6.5,5.9,6.3,3.8
"Seobu T&D Co,Ltd",KR,Hotels & Travel,B,2.0,2.4,4.6,3.1
Seoul Viosys Co Ltd,KR,Semiconductors & Semiconductor Equipment,B,1.5,6.3,3.6,1.8
Seres Therapeutics Inc,US,Biotechnology,B,1.7,5.3,3.0,4.8
Shandong Buchang Pharmaceuticals Co Ltd,CN,Pharmaceuticals,B,2.6,5.4,4.0,2.1
"Shandong Hongqiao New Material Co, Ltd",CN,Metals and Mining - Non-Precious Metals,B,1.9,0.8,2.9,4.1
Shandong Shida Shenghua Chemical Group Company Limited,CN,Commodity Chemicals,B,2.2,,0.2,5.3
"Shandong Weiqiao Aluminum and Power Co, Ltd",CN,Metals and Mining - Non-Precious Metals,B,1.9,,2.9,4.1
"Shanghai Aiko Solar Energy Co, Ltd",CN,Semiconductors & Semiconductor Equipment,B,2.1,6.4,1.6,3.7
"Shanghai Bailian Group Co, Ltd",CN,Retail - Food & Staples,B,1.6,2.0,3.5,2.9
"Shanghai Bairun Investment Holding Group Co, Ltd",CN,Beverages,B,2.6,3.4,3.2,4.2
"Shanghai Baosight Software Co, Ltd",CN,Software & Services,B,1.7,5.9,3.0,2.2
"Shanghai Haixin Group Co, Ltd",CN,Pharmaceuticals,A,6.4,4.3,5.2,4.7
"Shanghai International Airport Co, Ltd",CN,Transportation Infrastructure,B,1.5,5.7,4.5,1.0
"Shanghai International Port (Group) Co, Ltd",CN,Transportation Infrastructure,B,1.5,5.0,3.3,2.6
"Shanghai Jin Jiang International Hotels Co, Ltd",CN,Hotels & Travel,B,2.3,,3.6,4.0
"Shanghai Lujiazui Finance & Trade Zone Development Co, Ltd",CN,Real Estate Development & Diversified Activities,B,1.5,4.5,1.8,1.6
Shanghai Medicilon Inc,CN,Health Care Equipment & Supplies,B,2.6,5.7,4.4,4.1
Shanghai New Power Automotive Technology Company Limited,CN,Construction & Farm Machinery & Heavy Trucks,B,1.8,2.8,5.5,1.7
"Shanghai Pharmaceuticals Holding Co, Ltd",CN,Health Care Providers & Services,A,6.7,8.3,6.2,5.4
Shanghai Securities Company Limited,CN,Investment Banking & Brokerage,B,2.4,3.3,2.0,3.9
"Shanghai Zhangjiang Hi-Tech Park Development Co,Ltd",CN,Real Estate Development & Diversified Activities,B,1.9,4.0,3.5,1.8
Shattuck Labs Inc,US,Biotechnology,A,6.6,7.3,4.5,6.2
"Shede Spirits Co, Ltd",CN,Beverages,B,2.6,3.0,2.5,5.1
Shenergy Company Limited,CN,Utilities,B,1.8,4.4,3.3,1.5
"Shennan Circuits Co, Ltd",CN,"Electronic Equipment, Instruments & Components",B,1.6,2.8,4.1,2.9
"Shenzhen Capchem Technology Co, Ltd",CN,Specialty Chemicals,B,1.8,3.5,0.0,3.6
Shenzhen Dynanonic Co Ltd,CN,Commodity Chemicals,B,1.9,2.7,0.0,4.4
"Shenzhen Goodix Technology Co, Ltd",CN,Semiconductors & Semiconductor Equipment,B,1.8,5.0,3.4,4.2
"Shenzhen Kaifa Technology Co, Ltd",CN,"Electronic Equipment, Instruments & Components",B,2.1,4.2,4.4,2.8
"Shenzhen Kangtai Biological Products Co,Ltd",CN,Biotechnology,B,2.1,5.6,4.1,3.6
Shenzhen Kedali Industry Co Ltd,CN,Auto Components,B,2.0,,3.4,3.2
Shenzhen New Industries Biomedical Engineering Co Ltd,CN,Health Care Equipment & Supplies,B,2.4,6.1,4.3,4.0
Shenzhen SC New Energy Technology Corp,CN,Semiconductors & Semiconductor Equipment,B,1.8,5.0,4.2,3.8
"Shenzhen Sunlord Electronics Co, Ltd",CN,"Electronic Equipment, Instruments & Components",B,1.9,,3.5,3.8
"Shenzhen Sunway Communication Co, Ltd",CN,"Technology Hardware, Storage & Peripherals",B,1.5,,3.7,2.9
Shift Inc,JP,Software & Services,A,6.4,,4.5,5.5
Shimadzu Corporation,JP,"Electronic Equipment, Instruments & Components",A,6.5,3.5,5.8,5.4
"Shin-Etsu Polymer Co,Ltd",JP,Commodity Chemicals,A,6.2,5.5,3.1,3.5
"ShinMaywa Industries, Ltd",JP,Construction & Farm Machinery & Heavy Trucks,A,6.2,3.9,6.4,4.7
Shinsegae Central CityInc,KR,Retail - Consumer Discretionary,B,1.7,3.1,2.7,4.3
Shinsegae Property Inc,KR,Retail - Food & Staples,B,1.6,2.0,3.2,3.2
"Shinsun Real Estate Group Co, Ltd",CN,Real Estate Development & Diversified Activities,B,1.7,2.2,2.8,2.7
Shizuoka Bank Ltd (New York Branch),US,Banks,A,7.1,2.9,4.6,3.5
"Shochiku Co, Ltd",JP,Media & Entertainment,B,1.5,6.8,5.1,0.8
"Showa Sangyo Co, Ltd",JP,Food Products,B,2.2,1.8,4.1,3.8
Shutterstock Inc,US,Retail - Consumer Discretionary,B,2.6,6.2,2.4,4.7
SiTime Corp,US,Semiconductors & Semiconductor Equipment,B,1.5,2.8,3.4,5.2
"Sichuan Kelun Pharmaceutical Co, Ltd",CN,Pharmaceuticals,B,2.1,,4.0,2.2
"Sieyuan Electric Co, Ltd",CN,Electrical Equipment,B,1.5,3.4,5.3,4.0
Silk Road Medical Inc,US,Health Care Equipment & Supplies,A,6.3,7.5,6.4,5.5
Simcere Pharmaceutical Group Ltd,CN,Pharmaceuticals,B,2.1,2.5,3.8,2.2
Sino-Ocean Capital Limited,CN,Real Estate Development & Diversified Activities,A,6.8,6.1,4.7,6.0
Sino-Ocean Group Holding Limited,CN,Real Estate Development & Diversified Activities,A,6.8,,4.7,6.0
Sino-US United MetLife Insurance Company Limited,CN,Life & Health Insurance,A,7.0,6.7,4.2,6.3
Sinochem International Corporation,CN,Diversified Chemicals,B,1.6,4.3,2.5,3.7
"Sinoma Science & Technology Co, Ltd",CN,Commodity Chemicals,B,1.9,3.6,0.3,2.5
SkyMiles IP Ltd,US,Airlines,A,5.8,4.2,5.3,4.5
Skywater Technology Inc,US,Semiconductors & Semiconductor Equipment,B,2.7,3.7,2.0,7.0
"Snow Peak, Inc",JP,Leisure Products,B,2.3,0.0,4.1,4.8
SolarWinds Corp,US,Software & Services,B,1.9,6.7,2.2,4.2
Solus Advanced Materials Co Ltd,KR,"Electronic Equipment, Instruments & Components",B,1.9,2.1,4.0,4.1
South Cement Company Limited,CN,Construction Materials,B,2.7,2.4,2.4,3.7
"Southwest Cement Co, Ltd",CN,Construction Materials,B,2.7,2.4,2.4,3.7
"Southwest Securities Co, Ltd",CN,Investment Banking & Brokerage,B,2.6,,1.9,4.9
"Spring Airlines Co, Ltd",CN,Airlines,B,2.8,1.4,5.0,2.3
Sprinklr Inc,US,Software & Services,A,6.7,,5.5,5.0
Sprout Social Inc,US,Software & Services,A,6.0,,5.2,5.1
StarPower Semiconductor Ltd,CN,Semiconductors & Semiconductor Equipment,B,2.1,,3.5,4.3
State Bank of India (Chicago Branch),US,Banks,A,6.2,4.6,4.7,3.6
State Bank of India (New york Branch),US,Banks,A,6.2,4.6,4.7,3.6
StepStone Group Inc,US,Asset Management & Custody Banks,B,1.9,,4.3,2.6
Stifel Bank,US,Investment Banking & Brokerage,B,2.6,3.1,1.1,5.2
Strike Co Ltd,JP,Investment Banking & Brokerage,B,1.8,0.7,1.6,4.7
"Sumitomo Dainippon Pharma Co, Ltd",JP,Pharmaceuticals,A,6.9,5.5,5.4,5.1
"Sumitomo Forestry Co,Ltd",JP,Real Estate Development & Diversified Activities,A,6.4,5.7,5.9,4.6
"Sumitomo Metal Mining Co, Ltd",JP,Metals and Mining - Non-Precious Metals,A,6.9,4.6,7.0,3.1
Sumitomo Mitsui Banking Corp (New York Branch),US,Banks,A,6.2,5.0,4.1,4.7
Sumitomo Mitsui Banking Corporation,JP,Banks,A,6.2,5.0,4.1,4.7
Sumitomo Mitsui Banking Corporation (China) Limited,CN,Banks,A,6.2,5.0,4.1,4.7
"Sumitomo Mitsui Financial Group, Inc",JP,Banks,A,6.2,5.0,4.1,4.7
"Sumitomo Realty & Development Co, Ltd",JP,Real Estate Development & Diversified Activities,A,6.1,5.4,6.3,3.8
Sumitomo Riko Company Limited,JP,Auto Components,A,6.7,3.6,6.3,4.0
"Sun Frontier Fudousan Co, Ltd",JP,Real Estate Development & Diversified Activities,B,2.2,,2.8,3.0
"Sunac Real Estate Group Co, Ltd",CN,Real Estate Development & Diversified Activities,B,2.5,4.0,0.0,3.5
Sunshine Life Insurance Corporation Limited,CN,Life & Health Insurance,B,1.5,3.5,3.9,1.7
Suruga Bank Ltd,JP,Banks,B,2.1,3.5,3.0,3.2
Sutro Biopharma Inc,US,Biotechnology,A,6.6,6.5,4.8,5.4
"Suyin Financial Leasing Co,Ltd",CN,Banks,B,1.7,3.0,3.6,3.8
Suzhou Maxwell Technologies Co Ltd,CN,Electrical Equipment,B,2.2,4.2,5.9,3.5
Suzhou TA&A Ultra Clean Technology Co Ltd,CN,Health Care Equipment & Supplies,A,5.8,5.3,7.1,2.1
Syndax Pharmaceuticals Inc,US,Biotechnology,B,2.1,,4.3,4.4
Synovus Bank,US,Banks,A,7.0,2.3,4.3,7.0
"T&D Holdings, Inc",JP,Life & Health Insurance,A,7.0,4.9,5.1,5.7
T-Gaia Corp,JP,Retail - Consumer Discretionary,A,5.9,1.1,5.8,4.9
"TABULA RASA HEALTHCARE, INC",US,Health Care Equipment & Supplies,B,2.4,,3.2,4.9
"TAHOE GROUP CO, LTD",CN,Real Estate Development & Diversified Activities,B,2.4,,2.9,2.2
TAIHEIYO CEMENT CORPORATION,JP,Construction Materials,A,6.5,4.1,6.3,4.7
TAISEI CORPORATION,JP,Construction & Engineering,A,5.8,3.2,9.3,4.3
TAIYO LIFE INSURANCE COMPANY,JP,Life & Health Insurance,A,7.0,4.9,5.1,5.7
"TAIYO YUDEN CO, LTD",JP,"Electronic Equipment, Instruments & Components",A,6.5,,5.7,5.8
"TAKE-TWO INTERACTIVE SOFTWARE, INC",US,Media & Entertainment,A,6.3,6.7,4.8,4.9
"TAKUMA CO, LTD",JP,Industrial Machinery,A,6.0,,5.7,4.2
TAL ADVANTAGE IV LLC,US,Trading Companies & Distributors,A,6.6,2.9,4.6,7.0
TAL INTERNATIONAL CONTAINER CORPORATION,US,Trading Companies & Distributors,A,6.6,2.9,4.6,7.0
"TALLGRASS ENERGY PARTNERS, LP",US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,2.8,,3.3,4.5
